cd_cvm,name,group,year_prev,year_curr,cosine_similarity_cmn,diagnostic_prev,diagnostic_curr
022470,MAGAZ LUIZA,stayed,2021,2022,0.2324,font_heading,regex_only
022470,MAGAZ LUIZA,stayed,2022,2023,0.9818,regex_only,regex_only
022470,MAGAZ LUIZA,stayed,2023,2024,0.9528,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2015,2016,0.1375,font_heading,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2016,2017,0.2827,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2017,2018,0.1711,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2018,2019,0.9598,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2019,2020,0.1416,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2020,2021,0.2478,regex_only,regex_only
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2021,2022,0.2892,regex_only,font_heading
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2022,2023,0.9086,font_heading,font_heading
022691,Companhia de Locação das Américas (Locamerica),dropped_or_delisted,2023,2024,0.2738,font_heading,regex_only
023140,Smiles S.A.,dropped_or_delisted,2015,2016,0.9771,regex_only,regex_only
023264,AMBEV,stayed,2015,2016,0.9679,font_heading,font_heading
023264,AMBEV,stayed,2016,2017,0.9992,font_heading,font_heading
023264,AMBEV,stayed,2017,2018,0.962,font_heading,font_heading
023264,AMBEV,stayed,2018,2019,0.984,font_heading,font_heading
023264,AMBEV,stayed,2019,2020,0.8909,font_heading,font_heading
023264,AMBEV,stayed,2020,2021,0.197,font_heading,regex_only
023264,AMBEV,stayed,2021,2022,0.1747,regex_only,font_heading
023264,AMBEV,stayed,2022,2023,0.9722,font_heading,font_heading
023264,AMBEV,stayed,2023,2024,0.9936,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2015,2016,0.9501,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2016,2017,0.8799,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2017,2021,0.4425,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2021,2022,0.0122,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2022,2023,0.068,font_heading,font_heading
023272,LOG Commercial Properties e Participações,dropped_or_delisted,2023,2024,0.1401,font_heading,regex_only
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2015,2016,0.8766,font_heading,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2016,2017,0.2227,font_heading,regex_only
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2017,2018,0.3043,regex_only,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2018,2019,0.6536,font_heading,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2019,2020,0.2581,font_heading,regex_only
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2020,2021,0.2598,regex_only,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2021,2022,0.1378,font_heading,regex_only
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2022,2023,0.1984,regex_only,font_heading
023310,CVC Brasil Operadora e Agência de Viagens S.A.,dropped_or_delisted,2023,2024,0.8907,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2016,2017,0.7553,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2017,2018,0.9045,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2018,2019,0.9039,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2019,2020,0.5646,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2020,2021,0.823,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2021,2022,0.7369,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2022,2023,0.6451,font_heading,font_heading
024112,Azul S.A.,dropped_or_delisted,2023,2024,0.9229,font_heading,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2016,2017,0.2496,regex_only,regex_only
024171,Atacadão S.A.,dropped_or_delisted,2017,2018,0.0503,regex_only,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2018,2019,0.2009,font_heading,regex_only
024171,Atacadão S.A.,dropped_or_delisted,2019,2020,0.3887,regex_only,regex_only
024171,Atacadão S.A.,dropped_or_delisted,2020,2021,0.2382,regex_only,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2021,2022,0.8728,font_heading,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2022,2023,0.8829,font_heading,font_heading
024171,Atacadão S.A.,dropped_or_delisted,2023,2024,0.5813,font_heading,regex_only
024252,Smiles Fidelidade S.A.,dropped_or_delisted,2016,2017,0.599,font_heading,font_heading
024252,Smiles Fidelidade S.A.,dropped_or_delisted,2017,2018,0.2584,font_heading,regex_only
024252,Smiles Fidelidade S.A.,dropped_or_delisted,2018,2019,0.7014,regex_only,regex_only
024252,Smiles Fidelidade S.A.,dropped_or_delisted,2019,2020,0.941,regex_only,regex_only
024260,SMART FIT,stayed,2016,2017,0.9589,font_heading,font_heading
024260,SMART FIT,stayed,2017,2018,0.2487,font_heading,regex_only
024260,SMART FIT,stayed,2018,2019,0.3058,regex_only,font_heading
024260,SMART FIT,stayed,2019,2020,0.8375,font_heading,font_heading
024260,SMART FIT,stayed,2020,2021,0.8113,font_heading,font_heading
024260,SMART FIT,stayed,2021,2022,0.7467,font_heading,font_heading
024260,SMART FIT,stayed,2022,2023,0.3508,font_heading,font_heading
024260,SMART FIT,stayed,2023,2024,0.4895,font_heading,font_heading
024295,VIBRA,stayed,2016,2017,0.9372,regex_only,regex_only
024295,VIBRA,stayed,2017,2018,0.6536,regex_only,regex_only
024295,VIBRA,stayed,2018,2019,0.4022,regex_only,regex_only
024295,VIBRA,stayed,2019,2020,0.2772,regex_only,font_heading
024295,VIBRA,stayed,2020,2021,0.4447,font_heading,font_heading
024295,VIBRA,stayed,2021,2022,0.4412,font_heading,font_heading
024295,VIBRA,stayed,2022,2024,0.3278,font_heading,regex_only
024384,Notre Dame Intermédica Participações S.A.,dropped_or_delisted,2017,2018,0.1617,font_heading,regex_only
024384,Notre Dame Intermédica Participações S.A.,dropped_or_delisted,2018,2019,0.8688,regex_only,regex_only
024392,HAPVIDA,stayed,2018,2019,0.1097,regex_only,regex_only
024392,HAPVIDA,stayed,2019,2020,0.2709,regex_only,font_heading
024392,HAPVIDA,stayed,2020,2021,0.9181,font_heading,font_heading
024392,HAPVIDA,stayed,2021,2022,0.1773,font_heading,regex_only
024392,HAPVIDA,stayed,2022,2023,0.1673,regex_only,font_heading
024392,HAPVIDA,stayed,2023,2024,0.9468,font_heading,font_heading
024716,VAMOS,stayed,2018,2019,0.7332,font_heading,font_heading
024716,VAMOS,stayed,2019,2020,0.8889,font_heading,font_heading
024716,VAMOS,stayed,2020,2021,0.9372,font_heading,font_heading
024716,VAMOS,stayed,2021,2022,0.3562,font_heading,regex_only
024716,VAMOS,stayed,2022,2023,0.2852,regex_only,font_heading
024716,VAMOS,stayed,2023,2024,0.3238,font_heading,regex_only
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2019,2020,0.0251,regex_only,font_heading
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2020,2021,1.0,font_heading,font_heading
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2021,2022,1.0,font_heading,font_heading
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2022,2023,1.0,font_heading,font_heading
024783,Natura & Co Holding S.A. (pre-restructuring parent entity),dropped_or_delisted,2023,2024,1.0,font_heading,font_heading
024805,VIVARA S.A.,stayed,2019,2020,0.7392,font_heading,font_heading
024805,VIVARA S.A.,stayed,2020,2021,0.9698,font_heading,font_heading
024805,VIVARA S.A.,stayed,2021,2022,0.9314,font_heading,font_heading
024805,VIVARA S.A.,stayed,2022,2023,0.9693,font_heading,font_heading
024805,VIVARA S.A.,stayed,2023,2024,0.8802,font_heading,font_heading
024821,REDE D OR,stayed,2018,2019,0.9226,regex_only,regex_only
024821,REDE D OR,stayed,2019,2020,0.4355,regex_only,font_heading
024821,REDE D OR,stayed,2020,2021,0.9608,font_heading,font_heading
024821,REDE D OR,stayed,2021,2022,0.916,font_heading,font_heading
024821,REDE D OR,stayed,2022,2023,0.7258,font_heading,font_heading
024821,REDE D OR,stayed,2023,2024,0.3082,font_heading,regex_only
024848,CEA MODAS,stayed,2018,2019,0.3736,regex_only,regex_only
024848,CEA MODAS,stayed,2019,2020,0.7808,regex_only,regex_only
024848,CEA MODAS,stayed,2020,2021,0.4094,regex_only,regex_only
024848,CEA MODAS,stayed,2021,2023,0.2987,regex_only,regex_only
024910,LWSA S/A (Locaweb),dropped_or_delisted,2018,2019,0.4373,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2019,2020,0.6141,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2020,2021,0.9604,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2021,2022,0.9578,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2022,2023,0.9291,font_heading,font_heading
024910,LWSA S/A (Locaweb),dropped_or_delisted,2023,2024,0.9755,font_heading,font_heading
024929,TIM,stayed,2018,2019,0.9379,font_heading,font_heading
024929,TIM,stayed,2019,2020,0.8623,font_heading,font_heading
024929,TIM,stayed,2020,2021,0.8975,font_heading,font_heading
024929,TIM,stayed,2021,2022,0.8958,font_heading,font_heading
024929,TIM,stayed,2022,2023,0.9231,font_heading,font_heading
024929,TIM,stayed,2023,2024,0.9522,font_heading,font_heading
025011,Grupo de Moda Soma S.A.,dropped_or_delisted,2021,2022,0.165,regex_only,regex_only
025100,CURY S/A,stayed,2019,2020,0.9577,font_heading,font_heading
025100,CURY S/A,stayed,2020,2021,0.3091,font_heading,regex_only
025100,CURY S/A,stayed,2021,2022,0.3123,regex_only,font_heading
025100,CURY S/A,stayed,2022,2023,0.6493,font_heading,font_heading
025100,CURY S/A,stayed,2023,2024,0.4237,font_heading,regex_only
025232,Meliuz S.A.,dropped_or_delisted,2021,2022,0.8272,regex_only,regex_only
025232,Meliuz S.A.,dropped_or_delisted,2022,2023,0.8857,regex_only,regex_only
025291,BRAVA,stayed,2020,2021,0.9239,font_heading,font_heading
025291,BRAVA,stayed,2021,2022,0.1578,font_heading,regex_only
025291,BRAVA,stayed,2022,2023,0.2274,regex_only,regex_only
025291,BRAVA,stayed,2023,2024,0.0674,regex_only,font_heading
025372,ASSAI,stayed,2019,2020,0.0426,font_heading,regex_only
025372,ASSAI,stayed,2020,2021,0.0471,regex_only,font_heading
025372,ASSAI,stayed,2021,2022,0.3873,font_heading,font_heading
025372,ASSAI,stayed,2022,2023,0.1287,font_heading,regex_only
025372,ASSAI,stayed,2023,2024,0.9631,regex_only,regex_only
025585,CSNMINERACAO,stayed,2020,2021,0.2331,regex_only,font_heading
025585,CSNMINERACAO,stayed,2021,2022,0.6663,font_heading,font_heading
025585,CSNMINERACAO,stayed,2022,2023,0.6307,font_heading,font_heading
025585,CSNMINERACAO,stayed,2023,2024,0.7802,font_heading,font_heading
025780,PETRORECSA,stayed,2020,2021,0.4983,regex_only,font_heading
025780,PETRORECSA,stayed,2021,2022,0.7733,font_heading,font_heading
025780,PETRORECSA,stayed,2022,2023,0.363,font_heading,regex_only
025780,PETRORECSA,stayed,2023,2024,0.3809,regex_only,font_heading
025917,Raízen S.A.,dropped_or_delisted,2020,2021,0.2854,font_heading,regex_only
025917,Raízen S.A.,dropped_or_delisted,2021,2022,0.2824,regex_only,regex_only
025917,Raízen S.A.,dropped_or_delisted,2022,2023,0.1344,regex_only,regex_only
025917,Raízen S.A.,dropped_or_delisted,2023,2024,0.364,regex_only,font_heading
026620,AUREN,stayed,2021,2022,0.2065,regex_only,font_heading
026620,AUREN,stayed,2022,2023,0.6287,font_heading,font_heading
026620,AUREN,stayed,2023,2024,0.6251,font_heading,font_heading
027707,Automob Participações S.A.,dropped_or_delisted,2023,2024,0.3593,regex_only,regex_only
