cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr
19569,2023,2024,0.9204,48547,55670
19623,2015,2016,0.9635,36977,38235
19623,2016,2017,0.9344,38235,39587
19623,2017,2018,0.9129,39587,40525
19623,2018,2019,0.8687,40525,40158
19623,2019,2020,0.965,40158,44471
19623,2020,2021,0.6461,44471,139361
19623,2021,2022,0.9497,139361,141502
19623,2022,2023,0.8814,141502,159152
19623,2023,2024,0.9392,159152,146849
19739,2015,2016,0.9573,19800,20116
19739,2016,2017,0.9513,20116,17480
19739,2017,2018,0.6978,17480,46367
19739,2018,2019,0.9837,46367,46245
19739,2019,2020,0.9819,46245,50965
19739,2020,2021,0.8973,50965,85260
19739,2021,2022,0.9655,85260,85823
19739,2022,2023,0.8364,85823,135747
19739,2023,2024,0.9841,135747,127862
19763,2015,2016,0.9363,52460,52639
19763,2016,2017,0.9127,52639,55650
19763,2017,2018,0.9021,55650,56780
19763,2018,2019,0.988,56780,57923
19763,2019,2020,0.985,57923,61225
19763,2020,2021,0.9792,61225,64225
19763,2021,2022,0.9522,64225,71504
19763,2022,2023,0.8165,71504,118354
19763,2023,2024,0.9594,118354,109165
19836,2015,2016,0.7643,95707,68284
19836,2016,2017,0.6948,68284,64774
19836,2017,2018,0.9729,64774,67643
19836,2018,2019,0.9162,67643,79327
19836,2019,2020,0.9857,79327,81397
19836,2020,2021,0.6462,81397,195863
19836,2021,2022,0.9264,195863,239846
19836,2022,2023,0.8781,239846,189511
19836,2023,2024,0.9311,189511,200252
19879,2015,2017,0.7833,56623,74204
19879,2017,2018,0.8804,74204,94906
19879,2018,2019,0.8645,94906,89880
19879,2019,2020,0.9172,89880,121374
19879,2020,2021,0.9942,121374,118803
19879,2021,2022,0.9783,118803,105597
19879,2022,2023,0.9515,105597,122149
19879,2023,2024,0.9846,122149,123830
19909,2015,2016,0.9731,29165,37482
19909,2016,2017,0.8398,37482,40031
19909,2017,2018,0.9881,40031,41397
19909,2018,2019,0.9921,41397,41523
19909,2019,2020,0.9202,41523,42985
19909,2020,2021,0.9079,42985,38932
19909,2021,2022,0.9891,38932,40631
19909,2022,2023,0.7597,40631,88998
19909,2023,2024,0.9942,88998,90925
