cd_cvm,name,quarter_prev,quarter_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,ticker,event_date,window_start,window_end,stock_return,ibov_return,abnormal_return
2437,AXIA ENERGIA S.A.,2018Q2,2018Q3,0.9537,9288,9358,font_heading,font_heading,AXIA3,2018-11-12,2018-11-12,2019-02-18,0.49873096469500355,0.12844464815427603,0.3702863165407275
2437,AXIA ENERGIA S.A.,2018Q3,2019Q1,0.6535,9358,5749,font_heading,font_heading,AXIA3,2019-05-13,2019-05-13,2019-08-12,0.426910298924267,0.11107646707267071,0.3158338318515963
2437,AXIA ENERGIA S.A.,2019Q1,2019Q2,0.7542,5749,7169,font_heading,font_heading,AXIA3,2019-08-12,2019-08-12,2019-11-07,-0.06402793946415308,0.07521351084038508,-0.13924145030453816
2437,AXIA ENERGIA S.A.,2019Q2,2019Q3,0.9497,7169,8496,font_heading,font_heading,AXIA3,2019-11-11,2019-11-11,2020-02-14,-0.0732643139282727,0.05548993516500356,-0.12875424909327626
2437,AXIA ENERGIA S.A.,2019Q3,2020Q1,0.8358,8496,5545,font_heading,font_heading,AXIA3,2020-05-28,2020-05-28,2020-08-26,0.28078817733990147,0.15731285974355802,0.12347531759634345
2437,AXIA ENERGIA S.A.,2020Q1,2020Q2,0.9595,5545,6390,font_heading,font_heading,AXIA3,2020-08-12,2020-08-12,2020-11-12,-0.09227766936158355,0.0038113825405561297,-0.09608905190213968
2437,AXIA ENERGIA S.A.,2020Q2,2020Q3,0.0691,6390,430,font_heading,font_heading,AXIA3,2020-11-11,2020-11-11,2021-02-17,-0.12492719860221324,0.14833635677451973,-0.27326355537673297
2437,AXIA ENERGIA S.A.,2020Q3,2021Q1,0.11,430,8727,font_heading,font_heading,AXIA3,2021-06-10,2021-06-10,2021-09-09,-0.1974845542806707,-0.11312840776292843,-0.08435614651774226
2437,AXIA ENERGIA S.A.,2021Q1,2021Q2,0.5628,8727,6966,font_heading,font_heading,AXIA3,2021-08-11,2021-08-11,2021-11-11,-0.09839357429718876,-0.11848356259084947,0.02008998829366071
2437,AXIA ENERGIA S.A.,2021Q2,2021Q3,0.1995,6966,15470,font_heading,font_heading,AXIA3,2021-11-16,2021-11-16,2022-02-15,0.02749638205499272,0.09984822371169733,-0.07235184165670461
2437,AXIA ENERGIA S.A.,2021Q3,2022Q1,0.1763,15470,6189,font_heading,font_heading,AXIA3,2022-06-06,2022-06-06,2022-09-02,0.11002386634844874,0.00615623177228386,0.10386763457616488
2437,AXIA ENERGIA S.A.,2022Q1,2022Q2,0.602,6189,14862,font_heading,font_heading,AXIA3,2022-08-12,2022-08-12,2022-11-14,-0.030490405117270636,0.003520796394176795,-0.03401120151144743
2437,AXIA ENERGIA S.A.,2022Q2,2022Q3,0.6093,14862,7483,font_heading,font_heading,AXIA3,2022-11-09,2022-11-09,2023-02-08,-0.22975206611570242,-0.03194750065790575,-0.19780456545779668
2437,AXIA ENERGIA S.A.,2022Q3,2023Q1,0.1853,7483,2506,font_heading,font_heading,AXIA3,2023-05-04,2023-05-04,2023-08-02,0.1390453602134598,0.18286763584673027,-0.04382227563327046
2437,AXIA ENERGIA S.A.,2023Q1,2023Q2,0.2675,2506,10782,font_heading,font_heading,AXIA3,2023-08-07,2023-08-07,2023-11-07,0.03998896856039713,-0.0009334936065237276,0.04092246216692086
2437,AXIA ENERGIA S.A.,2023Q2,2023Q3,0.9523,10782,12333,font_heading,font_heading,AXIA3,2023-11-08,2023-11-08,2024-02-09,0.16249334043686736,0.07425136144515543,0.08824197899171193
2437,AXIA ENERGIA S.A.,2023Q3,2024Q1,0.1038,12333,1472,font_heading,font_heading,AXIA3,2024-07-31,2024-07-31,2024-10-28,-0.030326004548900554,0.027894394916922804,-0.05822039946582336
2437,AXIA ENERGIA S.A.,2024Q1,2024Q2,0.4495,1472,1101,font_heading,font_heading,AXIA3,2024-08-22,2024-08-22,2024-11-21,-0.14132029339853303,-0.0610421918100893,-0.08027810158844373
2437,AXIA ENERGIA S.A.,2024Q2,2024Q3,0.2506,1101,82493,font_heading,font_heading,AXIA3,2024-11-06,2024-11-06,2025-02-11,-0.019842348464256587,-0.029302079500436173,0.009459731036179586
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2015Q1,2015Q2,0.9728,9457,11239,font_heading,font_heading,CMIG4,2015-08-14,2015-08-14,2015-11-16,-0.18888888886390387,-0.01392448200223928,-0.1749644068616646
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2015Q2,2015Q3,0.9647,11239,13314,font_heading,font_heading,CMIG4,2015-11-13,2015-11-13,2016-02-22,-0.15027322409961474,-0.07055865979434639,-0.07971456430526835
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2015Q3,2016Q1,0.2553,13314,15985,font_heading,regex_only,CMIG4,2017-04-29,2017-05-02,2017-07-31,-0.08288482235238159,-0.012010925972415265,-0.07087389637996633
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2016Q1,2016Q2,0.9927,15985,15720,regex_only,regex_only,CMIG4,2017-04-29,2017-05-02,2017-07-31,-0.08288482235238159,-0.012010925972415265,-0.07087389637996633
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2016Q2,2016Q3,0.2815,15720,14677,regex_only,font_heading,CMIG4,2017-04-29,2017-05-02,2017-07-31,-0.08288482235238159,-0.012010925972415265,-0.07087389637996633
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2016Q3,2017Q1,0.8895,14677,11348,font_heading,font_heading,CMIG4,2017-05-15,2017-05-15,2017-08-11,-0.08651685390192487,-0.016292270123969388,-0.07022458377795548
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017Q1,2017Q2,0.9753,11348,12297,font_heading,font_heading,CMIG4,2017-08-11,2017-08-11,2017-11-13,-0.1409713431229167,0.07596031924064928,-0.21693166236356598
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017Q2,2017Q3,0.9736,12297,12762,font_heading,font_heading,CMIG4,2017-11-14,2017-11-14,2018-02-21,0.19236641219224881,0.2149648881867674,-0.022598475994518585
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2017Q3,2018Q1,0.8619,12762,12681,font_heading,font_heading,CMIG4,2018-05-16,2018-05-16,2018-08-15,-0.017412935294248144,-0.10930565283254079,0.09189271753829265
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018Q1,2018Q2,0.9709,12681,14449,font_heading,font_heading,CMIG4,2018-11-29,2018-11-29,2019-03-07,0.09026128254448174,0.05161779859359461,0.038643483950887125
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018Q2,2018Q3,0.9316,14449,16170,font_heading,font_heading,CMIG4,2018-11-27,2018-11-27,2019-03-01,0.13295729235917086,0.07637364750365183,0.05658364485551903
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2018Q3,2019Q1,0.8608,16170,12754,font_heading,font_heading,CMIG4,2019-05-16,2019-05-16,2019-08-15,0.11102362202778293,0.10033316497170164,0.010690457056081293
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2019Q1,2019Q2,0.9532,12754,14460,font_heading,font_heading,CMIG4,2019-08-15,2019-08-15,2019-11-12,-0.08433734938921467,0.07767443987501732,-0.162011789264232
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2019Q2,2019Q3,0.9189,14460,16209,font_heading,font_heading,CMIG4,2019-11-14,2019-11-14,2020-02-19,0.16304347829232557,0.09347775695426597,0.0695657213380596
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2019Q3,2020Q1,0.9439,16209,13663,font_heading,font_heading,CMIG4,2020-05-15,2020-05-15,2020-08-13,0.32138672601919893,0.29531947111671464,0.026067254902484294
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2020Q1,2020Q2,0.9715,13663,14903,font_heading,font_heading,CMIG4,2020-08-14,2020-08-14,2020-11-16,0.12980769222406985,0.0500862821708179,0.07972141005325195
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2020Q2,2020Q3,0.9554,14903,15856,font_heading,font_heading,CMIG4,2020-11-13,2020-11-13,2021-02-19,0.1254416960263165,0.13089321352520455,-0.005451517498888059
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2020Q3,2021Q1,0.9285,15856,12738,font_heading,font_heading,CMIG4,2021-05-14,2021-05-14,2021-08-13,-0.05008210186502138,-0.0056372282365675375,-0.04444487362845384
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2021Q1,2021Q2,0.9123,12738,15369,font_heading,font_heading,CMIG4,2021-08-16,2021-08-16,2021-11-17,0.17926186280177836,-0.13619379018447975,0.3154556529862581
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2021Q2,2021Q3,0.9823,15369,15613,font_heading,font_heading,CMIG4,2021-11-11,2021-11-11,2022-02-11,-0.08530465951644506,0.05555739889345834,-0.1408620584099034
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2021Q3,2022Q1,0.8386,15613,9225,font_heading,font_heading,CMIG4,2022-05-13,2022-05-13,2022-08-11,0.15326395456518638,0.026128421092403986,0.1271355334727824
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2022Q1,2022Q2,0.9429,9225,11319,font_heading,font_heading,CMIG4,2022-08-12,2022-08-12,2022-11-14,-0.12801932366138458,0.003520796394176795,-0.13154012005556137
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2022Q2,2022Q3,0.9677,11319,11936,font_heading,font_heading,CMIG4,2022-11-11,2022-11-11,2023-02-10,0.007352941231820287,-0.037194567402759615,0.0445475086345799
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2022Q3,2023Q1,0.8878,11936,8436,font_heading,font_heading,CMIG4,2023-05-04,2023-05-04,2023-08-02,0.03865131573127223,0.18286763584673027,-0.14421632011545804
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2023Q1,2023Q2,0.9438,8436,10474,font_heading,font_heading,CMIG4,2023-08-03,2023-08-03,2023-11-03,0.006415397001007683,-0.020116801509829862,0.026532198510837546
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2023Q2,2023Q3,0.9268,10474,8620,font_heading,font_heading,CMIG4,2023-11-09,2023-11-09,2024-02-14,-0.11796874994715567,0.06707445443802929,-0.18504320438518496
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2023Q3,2024Q1,0.8987,8620,10410,font_heading,font_heading,CMIG4,2024-05-10,2024-05-10,2024-08-08,0.05626850937808481,0.008317504518236207,0.0479510048598486
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2024Q1,2024Q2,0.9861,10410,10746,font_heading,font_heading,CMIG4,2024-08-13,2024-08-13,2024-11-08,0.017117117117117164,-0.03450332357814845,0.05162044069526561
2453,CIA ENERGETICA DE MINAS GERAIS - CEMIG,2024Q2,2024Q3,0.9638,10746,13071,font_heading,font_heading,CMIG4,2024-11-13,2024-11-13,2025-02-18,-0.007832898172323799,0.006246032767500687,-0.014078930939824486
2577,CESP - Companhia Energética de São Paulo,2015Q1,2015Q2,0.9075,687,686,font_heading,font_heading,CESP6,2015-08-14,2015-08-14,2015-11-16,-0.08720930232558144,-0.01392448200223928,-0.07328482032334216
2577,CESP - Companhia Energética de São Paulo,2015Q2,2015Q3,1.0,686,686,font_heading,font_heading,CESP6,2015-11-13,2015-11-13,2016-02-22,-0.09907120743034048,-0.07055865979434639,-0.02851254763599409
2577,CESP - Companhia Energética de São Paulo,2015Q3,2016Q1,0.0419,686,101,font_heading,font_heading,CESP6,2016-05-13,2016-05-13,2016-08-11,0.013402829486224954,0.1253806874370107,-0.11197785795078574
2577,CESP - Companhia Energética de São Paulo,2016Q1,2016Q2,1.0,101,101,font_heading,font_heading,CESP6,2016-08-12,2016-08-12,2016-11-14,0.025073746312684442,0.023311956535349676,0.0017617897773347657
2577,CESP - Companhia Energética de São Paulo,2016Q2,2016Q3,1.0,101,101,font_heading,font_heading,CESP6,2016-11-11,2016-11-11,2017-02-13,0.3510479041916168,0.13152531845441406,0.21952258573720274
2577,CESP - Companhia Energética de São Paulo,2016Q3,2017Q1,0.3227,101,154,font_heading,font_heading,CESP6,2017-05-15,2017-05-15,2017-08-11,-0.09269662921348332,-0.016292270123969388,-0.07640435908951393
2577,CESP - Companhia Energética de São Paulo,2017Q1,2017Q2,1.0,154,154,font_heading,font_heading,CESP6,2017-08-11,2017-08-11,2017-11-13,-0.21671826625386992,0.07596031924064928,-0.2926785854945192
2577,CESP - Companhia Energética de São Paulo,2017Q2,2017Q3,0.2622,154,1676,font_heading,font_heading,CESP6,2017-11-10,2017-11-10,2018-02-19,0.2727272727272727,0.1749734361117008,0.09775383661557191
2577,CESP - Companhia Energética de São Paulo,2017Q3,2018Q1,0.2622,1676,154,font_heading,font_heading,CESP6,2018-05-11,2018-05-11,2018-08-10,0.02776064157927194,-0.10215743374548492,0.12991807532475685
2577,CESP - Companhia Energética de São Paulo,2018Q1,2018Q2,1.0,154,154,font_heading,font_heading,CESP6,2018-08-14,2018-08-14,2018-11-14,0.106951871657754,0.0937754724396076,0.013176399218146395
2577,CESP - Companhia Energética de São Paulo,2018Q2,2018Q3,1.0,154,154,font_heading,font_heading,CESP6,2018-11-21,2018-11-21,2019-02-25,0.2693333333333334,0.11425732907980857,0.15507600425352486
2577,CESP - Companhia Energética de São Paulo,2018Q3,2019Q1,0.0506,154,1494,font_heading,font_heading,CESP6,2019-05-13,2019-05-13,2019-08-12,0.07431651906045444,0.11107646707267071,-0.03675994801221627
2577,CESP - Companhia Energética de São Paulo,2019Q1,2019Q2,0.7021,1494,2061,font_heading,font_heading,CESP6,2019-08-06,2019-08-06,2019-11-01,0.01925722145804687,0.05904151866073781,-0.039784297202690944
2577,CESP - Companhia Energética de São Paulo,2019Q2,2019Q3,0.8328,2061,2128,font_heading,font_heading,CESP6,2019-10-30,2019-10-30,2020-02-04,0.07633333333333336,0.06594746673431273,0.010385866599020632
2577,CESP - Companhia Energética de São Paulo,2019Q3,2020Q1,0.039,2128,1459,font_heading,regex_only,CESP6,2020-05-13,2020-05-13,2020-08-11,0.22322479403687723,0.3137650728666541,-0.09054027882977689
2577,CESP - Companhia Energética de São Paulo,2020Q1,2020Q2,0.0085,1459,304,regex_only,font_heading,CESP6,2020-07-29,2020-07-29,2020-10-28,-0.11314102564102557,-0.09693121172063501,-0.01620981392039056
2577,CESP - Companhia Energética de São Paulo,2020Q2,2020Q3,0.4332,304,1529,font_heading,font_heading,CESP6,2020-10-28,2020-10-28,2021-02-02,0.07336465486085997,0.2397540871874606,-0.16638943232660064
2577,CESP - Companhia Energética de São Paulo,2020Q3,2021Q1,0.3787,1529,1841,font_heading,font_heading,CESP6,2021-04-27,2021-04-27,2021-07-27,-0.05833661805281831,0.043753507984069184,-0.1020901260368875
2577,CESP - Companhia Energética de São Paulo,2021Q1,2021Q2,0.7449,1841,835,font_heading,font_heading,CESP6,2021-07-29,2021-07-29,2021-10-28,0.06489184692179717,-0.15890445642752637,0.22379630334932354
2577,CESP - Companhia Energética de São Paulo,2021Q2,2021Q3,0.1274,835,281,font_heading,font_heading,CESP6,2021-10-27,2021-10-27,2022-01-28,-0.09047807190833657,0.05215154503770569,-0.14262961694604226
3980,GERDAU S.A.,2015Q2,2015Q3,0.7351,6670,5664,font_heading,font_heading,GGBR4,2015-10-29,2015-10-29,2016-02-04,-0.2430939227134703,-0.10534284058047239,-0.13775108213299792
3980,GERDAU S.A.,2015Q3,2016Q2,0.8798,5664,5539,font_heading,font_heading,GGBR4,2016-08-10,2016-08-10,2016-11-10,0.45348837223101657,0.07521427524842861,0.37827409698258796
3980,GERDAU S.A.,2016Q2,2019Q1,0.074,5539,3804,font_heading,regex_only,GGBR4,2019-05-08,2019-05-08,2019-08-07,-0.10551724185694189,0.07516783283423956,-0.18068507469118145
3980,GERDAU S.A.,2019Q1,2019Q2,0.7215,3804,4791,regex_only,regex_only,GGBR4,2019-08-07,2019-08-07,2019-11-04,0.1256746344316193,0.05834559224147329,0.06732904219014602
3980,GERDAU S.A.,2019Q2,2019Q3,0.9607,4791,4686,regex_only,regex_only,GGBR4,2019-10-30,2019-10-30,2020-02-04,0.6016442451926778,0.06594746673431273,0.535696778458365
3980,GERDAU S.A.,2019Q3,2020Q1,0.2945,4686,584,regex_only,regex_only,GGBR4,2020-05-06,2020-05-06,2020-08-04,0.5017182127474404,0.2801820001295159,0.22153621261792455
3980,GERDAU S.A.,2020Q1,2020Q2,0.0414,584,31297,regex_only,regex_only,GGBR4,2020-08-05,2020-08-05,2020-11-05,0.20680345572280734,-0.019945176057228675,0.22674863178003601
3980,GERDAU S.A.,2020Q2,2020Q3,0.0435,31297,770,regex_only,regex_only,GGBR4,2020-10-28,2020-10-28,2021-02-02,0.033753375616978776,0.2397540871874606,-0.20600071157048183
3980,GERDAU S.A.,2020Q3,2021Q1,0.8408,770,555,regex_only,regex_only,GGBR4,2021-05-05,2021-05-05,2021-08-04,-0.08243831625927145,0.018707652542846454,-0.1011459688021179
3980,GERDAU S.A.,2021Q1,2021Q2,0.0724,555,3326,regex_only,font_heading,GGBR4,2021-08-04,2021-08-04,2021-11-04,-0.19234419503783706,-0.15097649686731363,-0.04136769817052344
3980,GERDAU S.A.,2021Q2,2021Q3,0.9633,3326,3543,font_heading,font_heading,GGBR4,2021-10-27,2021-10-27,2022-01-28,0.026325411264310983,0.05215154503770569,-0.02582613377339471
3980,GERDAU S.A.,2021Q3,2022Q1,0.9054,3543,3442,font_heading,font_heading,GGBR4,2022-05-05,2022-05-05,2022-08-03,-0.16541889473073113,-0.014524683205862976,-0.15089421152486815
3980,GERDAU S.A.,2022Q1,2022Q2,0.8614,3442,3658,font_heading,font_heading,GGBR4,2022-08-03,2022-08-03,2022-11-03,0.10123878678850962,0.12644394567152606,-0.025205158883016443
3980,GERDAU S.A.,2022Q2,2022Q3,0.2609,3658,5968,font_heading,regex_only,GGBR4,2022-11-09,2022-11-09,2023-02-08,0.09224833358293427,-0.03194750065790575,0.12419583424084002
3980,GERDAU S.A.,2022Q3,2023Q1,0.3591,5968,13893,regex_only,font_heading,GGBR4,2023-05-03,2023-05-03,2023-08-01,0.18008903258922082,0.1910791359556545,-0.01099010336643369
3980,GERDAU S.A.,2023Q1,2023Q2,0.9864,13893,15772,font_heading,font_heading,GGBR4,2023-08-08,2023-08-08,2023-11-08,-0.15807050095110498,0.0007257521691113045,-0.15879625312021628
3980,GERDAU S.A.,2023Q2,2023Q3,0.9952,15772,16276,font_heading,font_heading,GGBR4,2023-11-06,2023-11-06,2024-02-07,-0.057958477671633535,0.09726022481397423,-0.15521870248560776
3980,GERDAU S.A.,2023Q3,2024Q1,0.6516,16276,2071,font_heading,font_heading,GGBR4,2024-07-12,2024-07-12,2024-10-09,0.04597701149425282,0.00826303300511766,0.03771397848913516
3980,GERDAU S.A.,2024Q1,2024Q2,0.2474,2071,3035,font_heading,font_heading,GGBR4,2024-07-31,2024-07-31,2024-10-28,0.0010952902519167917,0.027894394916922804,-0.026799104665006013
3980,GERDAU S.A.,2024Q2,2024Q3,0.9439,3035,3691,font_heading,font_heading,GGBR4,2024-11-05,2024-11-05,2025-02-10,-0.03514552443712249,-0.038947732964949355,0.003802208527826867
4030,CIA SIDERURGICA NACIONAL,2015Q1,2015Q3,0.0566,4516,6119,font_heading,regex_only,CSNA3,2015-11-13,2015-11-13,2016-02-22,0.04489795918367334,-0.07055865979434639,0.11545661897801973
4030,CIA SIDERURGICA NACIONAL,2015Q3,2016Q1,0.5291,6119,7419,regex_only,regex_only,CSNA3,2017-10-30,2017-10-30,2018-02-05,0.1871345029239766,0.09439462440946134,0.09273987851451526
4030,CIA SIDERURGICA NACIONAL,2016Q1,2016Q2,0.0855,7419,4221,regex_only,font_heading,CSNA3,2017-10-30,2017-10-30,2018-02-05,0.1871345029239766,0.09439462440946134,0.09273987851451526
4030,CIA SIDERURGICA NACIONAL,2016Q2,2016Q3,0.963,4221,3819,font_heading,font_heading,CSNA3,2017-10-30,2017-10-30,2018-02-05,0.1871345029239766,0.09439462440946134,0.09273987851451526
4030,CIA SIDERURGICA NACIONAL,2016Q3,2017Q1,0.0618,3819,8905,font_heading,regex_only,CSNA3,2017-12-26,2017-12-26,2018-04-02,0.10780669144981392,0.11833283074264678,-0.010526139292832859
4030,CIA SIDERURGICA NACIONAL,2017Q1,2017Q2,0.9167,8905,8955,regex_only,regex_only,CSNA3,2017-12-26,2017-12-26,2018-04-02,0.10780669144981392,0.11833283074264678,-0.010526139292832859
4030,CIA SIDERURGICA NACIONAL,2017Q2,2017Q3,0.9029,8955,8638,regex_only,regex_only,CSNA3,2017-12-26,2017-12-26,2018-04-02,0.10780669144981392,0.11833283074264678,-0.010526139292832859
4030,CIA SIDERURGICA NACIONAL,2017Q3,2018Q1,0.5394,8638,5709,regex_only,regex_only,CSNA3,2018-05-14,2018-05-14,2018-08-13,0.007352941176470562,-0.09076077946606798,0.09811372064253854
4030,CIA SIDERURGICA NACIONAL,2018Q1,2018Q2,0.9232,5709,5259,regex_only,regex_only,CSNA3,2018-08-08,2018-08-08,2018-11-08,0.021897810218978186,0.08172193395719884,-0.05982412373822066
4030,CIA SIDERURGICA NACIONAL,2018Q2,2018Q3,0.9809,5259,5344,regex_only,regex_only,CSNA3,2018-11-07,2018-11-07,2019-02-13,0.016293279022403295,0.09266499723249377,-0.07637171821009048
4030,CIA SIDERURGICA NACIONAL,2018Q3,2019Q1,0.8974,5344,4950,regex_only,regex_only,CSNA3,2019-05-08,2019-05-08,2019-08-07,0.022424667133847276,0.07516783283423956,-0.05274316570039228
4030,CIA SIDERURGICA NACIONAL,2019Q1,2019Q2,0.0902,4950,4218,regex_only,font_heading,CSNA3,2019-07-30,2019-07-30,2019-10-25,-0.26097560975609757,0.043047502836802254,-0.3040231125928998
4030,CIA SIDERURGICA NACIONAL,2019Q2,2019Q3,0.1005,4218,4524,font_heading,regex_only,CSNA3,2019-10-23,2019-10-23,2020-01-28,0.015636634400595817,0.08308630174180509,-0.06744966734120927
4030,CIA SIDERURGICA NACIONAL,2019Q3,2020Q1,0.0759,4524,4994,regex_only,font_heading,CSNA3,2020-05-14,2020-05-14,2020-08-12,0.6460071513706793,0.2924535262959589,0.35355362507472043
4030,CIA SIDERURGICA NACIONAL,2020Q1,2020Q2,0.1077,4994,612,font_heading,regex_only,CSNA3,2020-07-28,2020-07-28,2020-10-27,0.7447154471544715,-0.04325808214651761,0.7879735293009891
4030,CIA SIDERURGICA NACIONAL,2020Q2,2020Q3,1.0,612,635,regex_only,regex_only,CSNA3,2020-10-15,2020-10-15,2021-01-19,0.6987146529562982,0.2178843552702434,0.4808302976860548
4030,CIA SIDERURGICA NACIONAL,2020Q3,2021Q1,0.9026,635,709,regex_only,regex_only,CSNA3,2021-04-28,2021-04-28,2021-07-28,-0.11290636558302503,0.04322974854220285,-0.15613611412522788
4030,CIA SIDERURGICA NACIONAL,2021Q1,2021Q2,1.0,709,630,regex_only,regex_only,CSNA3,2021-07-27,2021-07-27,2021-10-26,-0.47888225255972705,-0.1459931276298123,-0.33288912492991474
4030,CIA SIDERURGICA NACIONAL,2021Q2,2021Q3,0.1896,630,4931,regex_only,font_heading,CSNA3,2021-11-03,2021-11-03,2022-02-03,0.2000905387052967,0.057557655556573994,0.1425328831487227
4030,CIA SIDERURGICA NACIONAL,2021Q3,2022Q1,0.8319,4931,5297,font_heading,font_heading,CSNA3,2022-05-04,2022-05-04,2022-08-02,-0.3311597578015836,-0.04598364427884816,-0.2851761135227354
4030,CIA SIDERURGICA NACIONAL,2022Q1,2022Q2,0.9766,5297,5516,font_heading,font_heading,CSNA3,2022-08-15,2022-08-15,2022-11-16,-0.07219083490269929,-0.024671336377545483,-0.0475194985251538
4030,CIA SIDERURGICA NACIONAL,2022Q2,2022Q3,0.9412,5516,5511,font_heading,font_heading,CSNA3,2022-10-31,2022-10-31,2023-01-31,0.506514657980456,-0.0224629920022118,0.5289776499826678
4030,CIA SIDERURGICA NACIONAL,2022Q3,2023Q1,0.633,5511,4008,font_heading,font_heading,CSNA3,2023-05-03,2023-05-03,2023-08-01,0.06531881804043538,0.1910791359556545,-0.12576031791521913
4030,CIA SIDERURGICA NACIONAL,2023Q1,2023Q2,0.9125,4008,3452,font_heading,font_heading,CSNA3,2023-08-03,2023-08-03,2023-11-03,-0.033562166285278416,-0.020116801509829862,-0.013445364775448554
4030,CIA SIDERURGICA NACIONAL,2023Q2,2023Q3,1.0,3452,3455,font_heading,font_heading,CSNA3,2023-11-13,2023-11-13,2024-02-16,0.5063291139240504,0.06906152528478282,0.4372675886392676
4030,CIA SIDERURGICA NACIONAL,2023Q3,2024Q1,0.7609,3455,4343,font_heading,font_heading,CSNA3,2024-05-09,2024-05-09,2024-08-07,-0.18515850144092216,-0.005261476979887547,-0.17989702446103462
4170,VALE S.A.,2015Q1,2015Q2,0.7973,5214,5162,font_heading,font_heading,VALE3,2015-07-30,2015-07-30,2015-10-29,-0.07507163323782229,-0.08555656206535822,0.010484928827535933
4170,VALE S.A.,2015Q2,2015Q3,0.9307,5162,5201,font_heading,font_heading,VALE3,2015-10-22,2015-10-22,2016-01-28,-0.4959481361426257,-0.19136572068992508,-0.3045824154527006
