cd_cvm,name,group,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,event_date,CD_CVM,ticker,pre_date,pre_eps,post_date,post_eps,revision_raw,revision_pct
8656,GERDAU MET,stayed,2019,2021,0.1682,6858,15491,font_heading,regex_only,2022-02-23,8656.0,GOAU4,2014-12-31,0.339917967,2022-03-31,-0.129999999,-0.469917966,-1.3824452121414341
8656,GERDAU MET,stayed,2021,2022,0.1364,15491,2538,regex_only,font_heading,2023-03-01,8656.0,GOAU4,2022-12-31,0.165499999,2023-03-31,0.301999999,0.1365,0.8247734188808061
8656,GERDAU MET,stayed,2022,2023,0.8318,2538,1968,font_heading,font_heading,2024-02-20,8656.0,GOAU4,,,,,,
8656,GERDAU MET,stayed,2023,2024,0.7272,1968,3969,font_heading,font_heading,2025-02-24,8656.0,GOAU4,,,,,,
8672,IGUATEMI S.A,stayed,2015,2017,0.0364,455,1727,font_heading,font_heading,2018-03-14,8672.0,IGTI11,,,,,,
8672,IGUATEMI S.A,stayed,2017,2018,0.5266,1727,1879,font_heading,font_heading,2019-03-14,8672.0,IGTI11,,,,,,
8672,IGUATEMI S.A,stayed,2018,2019,0.9667,1879,1845,font_heading,font_heading,2020-03-12,8672.0,IGTI11,,,,,,
8672,IGUATEMI S.A,stayed,2019,2021,0.082,1845,10631,font_heading,font_heading,2022-04-18,8672.0,IGTI11,,,,,,
8672,IGUATEMI S.A,stayed,2021,2022,0.9968,10631,10800,font_heading,font_heading,2023-02-28,8672.0,IGTI11,,,,,,
8672,IGUATEMI S.A,stayed,2022,2023,0.7553,10800,23133,font_heading,font_heading,2024-02-20,8672.0,IGTI11,,,,,,
8672,IGUATEMI S.A,stayed,2023,2024,0.9289,23133,19519,font_heading,font_heading,2025-02-18,8672.0,IGTI11,,,,,,
9512,PETROBRAS,stayed,2016,2017,0.4262,23145,11894,regex_only,regex_only,2018-03-16,9512.0,PETR3,2017-12-31,-0.27,2018-03-31,0.275,0.545,2.0185185185185186
9512,PETROBRAS,stayed,2017,2018,0.4707,11894,12765,regex_only,regex_only,2019-02-27,9512.0,PETR3,2018-12-31,0.885,2019-03-31,0.435,-0.45,-0.5084745762711864
9512,PETROBRAS,stayed,2018,2019,0.1018,12765,172,regex_only,font_heading,2020-02-19,9512.0,PETR3,2019-12-31,0.855,2020-03-31,0.238333333,-0.616666667,-0.7212475637426901
9512,PETROBRAS,stayed,2019,2020,0.2632,172,3255,font_heading,regex_only,2021-03-22,9512.0,PETR3,2020-12-31,0.955,2021-03-31,0.446,-0.5089999999999999,-0.5329842931937172
9512,PETROBRAS,stayed,2020,2021,0.1826,3255,11583,regex_only,regex_only,2022-02-23,9512.0,PETR3,2021-12-31,1.748,2022-03-31,3.093333333,1.345333333,0.7696414948512585
9512,PETROBRAS,stayed,2021,2022,0.9162,11583,12686,regex_only,regex_only,2023-03-02,9512.0,PETR3,2022-12-31,3.035,2023-03-31,2.2,-0.835,-0.2751235584843492
9512,PETROBRAS,stayed,2022,2023,0.9443,12686,12535,regex_only,regex_only,2024-03-25,9512.0,PETR3,2023-12-31,2.616666667,2024-03-31,2.346666667,-0.27,-0.10318471336265163
9512,PETROBRAS,stayed,2023,2024,0.8688,12535,14601,regex_only,regex_only,2025-02-26,9512.0,PETR3,2024-12-31,1.245,2025-03-31,1.93,0.6849999999999998,0.5502008032128513
10456,Alpargatas S.A.,dropped_or_delisted,2015,2016,0.7808,3926,5798,font_heading,font_heading,2017-03-22,10456.0,ALPA4,,,,,,
10456,Alpargatas S.A.,dropped_or_delisted,2016,2017,0.9193,5798,6834,font_heading,font_heading,2018-02-09,10456.0,ALPA4,,,,,,
10456,Alpargatas S.A.,dropped_or_delisted,2017,2019,0.8291,6834,5840,font_heading,font_heading,2020-02-07,10456.0,ALPA4,,,,,,
10456,Alpargatas S.A.,dropped_or_delisted,2019,2020,0.1169,5840,879,font_heading,regex_only,2021-02-12,10456.0,ALPA4,2020-12-31,0.22,2021-06-30,0.23,0.010000000000000009,0.0454545454545455
10456,Alpargatas S.A.,dropped_or_delisted,2020,2021,0.2224,879,1640,regex_only,regex_only,2022-02-23,10456.0,ALPA4,2021-09-30,0.25,2022-06-30,0.29,0.03999999999999998,0.15999999999999992
10456,Alpargatas S.A.,dropped_or_delisted,2021,2022,0.2462,1640,847,regex_only,regex_only,2023-03-02,10456.0,ALPA4,2022-06-30,0.29,2023-03-31,-0.03,-0.31999999999999995,-1.103448275862069
10456,Alpargatas S.A.,dropped_or_delisted,2022,2023,0.6309,847,574,regex_only,regex_only,2024-02-28,10456.0,ALPA4,2023-12-31,0.12,2024-06-30,0.055,-0.065,-0.5416666666666667
