cd_cvm,name,group,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,cosine_similarity_expanding
25291,BRAVA,stayed,2023,2024,0.0056,775,475,regex_only,font_heading,0.0056
25372,ASSAI,stayed,2019,2020,0.0164,93,8890,font_heading,regex_only,0.0186
25372,ASSAI,stayed,2020,2021,0.0247,8890,60,regex_only,font_heading,0.0258
25372,ASSAI,stayed,2021,2022,0.1988,60,368,font_heading,font_heading,0.1972
25372,ASSAI,stayed,2022,2023,0.0545,368,4153,font_heading,font_heading,0.054
25372,ASSAI,stayed,2023,2024,0.753,4153,6212,font_heading,font_heading,0.7528
25585,CSNMINERACAO,stayed,2020,2021,0.1432,639,3901,regex_only,font_heading,0.1455
25585,CSNMINERACAO,stayed,2021,2022,0.4705,3901,1047,font_heading,font_heading,0.49
25585,CSNMINERACAO,stayed,2022,2023,0.4419,1047,3366,font_heading,font_heading,0.4428
25585,CSNMINERACAO,stayed,2023,2024,0.7578,3366,2724,font_heading,font_heading,0.7579
25780,PETRORECSA,stayed,2020,2021,0.2583,7853,7351,regex_only,font_heading,0.2657
25780,PETRORECSA,stayed,2021,2022,0.6113,7351,4742,font_heading,font_heading,0.6131
25780,PETRORECSA,stayed,2022,2023,0.1969,4742,1694,font_heading,regex_only,0.1984
25780,PETRORECSA,stayed,2023,2024,0.1354,1694,9797,regex_only,font_heading,0.1364
25917,Raízen S.A.,dropped_or_delisted,2020,2021,0.1829,4966,1964,font_heading,regex_only,0.1819
25917,Raízen S.A.,dropped_or_delisted,2021,2022,0.3066,1964,1483,regex_only,regex_only,0.2987
25917,Raízen S.A.,dropped_or_delisted,2022,2023,0.0344,1483,459,regex_only,regex_only,0.0344
25917,Raízen S.A.,dropped_or_delisted,2023,2024,0.3714,459,14625,regex_only,font_heading,0.3717
26620,AUREN,stayed,2021,2022,0.1014,14836,7412,regex_only,font_heading,0.1016
26620,AUREN,stayed,2022,2023,0.5039,7412,7899,font_heading,font_heading,0.5045
26620,AUREN,stayed,2023,2024,0.6489,7899,11325,font_heading,font_heading,0.6491
27707,Automob Participações S.A.,dropped_or_delisted,2023,2024,0.1662,8497,5514,regex_only,regex_only,0.1662
