CD_CVM,ANO,ID_DOC,n_attachments_matched,match_tier,files,DENOM_CIA,error
019771,2023,137595,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2023\\notas_explicativas.pdf', 'original_filename': 'Arteris Consolidado 4ITR2023.pdf', 'size_bytes': 1768153}]",ARTERIS S.A.,
019771,2024,145096,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2024\\notas_explicativas.pdf', 'original_filename': 'NE Arteris Consolidado 4ITR2024.pdf', 'size_bytes': 1491998}]",ARTERIS S.A.,
019771,2025,155574,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\019771\\2025\\notas_explicativas.pdf', 'original_filename': 'Arteris Consolidado 4ITR2025.pdf', 'size_bytes': 770186}]",ARTERIS S.A.,
020125,2022,123793,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020125\\2022\\notas_explicativas.pdf', 'original_filename': 'DFS 2022.pdf', 'size_bytes': 1417217}]",BRADSAÚDE S.A.,
020125,2023,134322,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020125\\2023\\notas_explicativas.pdf', 'original_filename': 'RA FINAL.pdf', 'size_bytes': 3376379}]",BRADSAÚDE S.A.,
020125,2024,145038,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\020125\\2024\\notas_explicativas.pdf', 'original_filename': 'Notas explicativas ODPV - DFP24 IFRS.pdf', 'size_bytes': 553609}]",BRADSAÚDE S.A.,
020125,2025,154958,1,notes_filename_match,"[{'path': 'data\\raw\\dfp\\020125\\2025\\notas_explicativas.pdf', 'original_filename': 'Notas explicativas ODPV - DFP25 IFRS.pdf', 'size_bytes': 773441}]",BRADSAÚDE S.A.,
020184,2010,5989,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020184\\2010\\notas_explicativas.pdf', 'original_filename': 'C:\\Arquivos de programas\\CVM\\EmpresasNet\\Temp\\files\\00000404120000000000000000.doc.pdf', 'size_bytes': 327240}]",CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO,
020184,2011,15591,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020184\\2011\\notas_explicativas.pdf', 'original_filename': 'C:\\Arquivos de programas\\CVM\\EmpresasNet\\Temp\\files\\00001004120000000000000000.pdf.pdf', 'size_bytes': 94372}]",CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO,
020184,2012,24371,1,largest_attachment_fallback,"[{'path': 'data\\raw\\dfp\\020184\\2012\\notas_explicativas.pdf', 'original_filename': 'C:\\CVM\\EmpresasNet\\Temp\\files\\00002304120000000000000000.pdf.pdf', 'size_bytes': 296406}]",CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO,
